,rindex,nif,produtos_all,produtos,grupos,total
3904,3904,18685532,"[147, 102, 53, 50, 40, 120, 118, 19, 18, 17, 15, 161, 157, 154, 34, 33, 27, 25, 131, 61, 100, 92, 90, 127, 126, 76, 60, 84, 24, 10, 111, 109]","[147, 102, 53, 50, 40, 120, 118, 19, 18, 17, 15, 161, 157, 154, 34, 33, 27, 25, 131, 61, 100, 92, 90, 127, 126, 76, 60, 84, 24, 10, 111, 109]","[18, 12, 5, 15, 3, 23, 4, 16, 6, 11, 8, 9, 2]",83.4
3905,3905,18200183,"[134, 106, 80, 44, 39, 32, 87, 86, 129, 19, 163, 161, 160, 154, 76, 60, 5, 38, 18, 25, 109, 4, 16, 84, 83, 81]","[134, 106, 80, 44, 39, 32, 87, 86, 129, 19, 163, 161, 160, 154, 76, 60, 5, 38, 18, 25, 109, 4, 16, 84, 83, 81]","[17, 13, 9, 5, 4, 10, 16, 3, 23, 8, 6, 1, 15]",44.7
3906,3906,19933883,"[147, 128, 163, 159, 147, 156, 101, 80, 67, 65, 18, 93, 88, 84, 47, 43, 15, 82, 99, 150, 40, 30, 125, 18, 2, 1]","[147, 128, 163, 159, 156, 101, 80, 67, 65, 18, 93, 88, 84, 47, 43, 15, 82, 99, 150, 40, 30, 125, 2, 1]","[18, 16, 23, 12, 9, 6, 3, 11, 10, 5, 20, 1]",60.3
3907,3907,16049076,"[147, 147, 95, 111, 102, 97, 98, 80, 65, 19, 18, 131, 64, 70, 48, 47, 41, 39, 164, 3, 94, 92, 90, 87, 84, 82, 68, 15, 155, 151, 33, 149, 36]","[147, 95, 111, 102, 97, 98, 80, 65, 19, 18, 131, 64, 70, 48, 47, 41, 39, 164, 3, 94, 92, 90, 87, 84, 82, 68, 15, 155, 151, 33, 149, 36]","[18, 11, 15, 12, 9, 6, 3, 16, 7, 5, 24, 1, 10, 23, 20, 4, 19]",116.5
3908,3908,11237278,"[100, 93, 90, 88, 87, 97, 80, 37, 47, 44, 161, 34, 25, 24, 75, 129, 124, 16, 42, 159, 157, 123, 85, 6, 18]","[100, 93, 90, 88, 87, 97, 80, 37, 47, 44, 161, 34, 25, 24, 75, 129, 124, 16, 42, 159, 157, 123, 85, 6, 18]","[12, 11, 10, 9, 5, 23, 4, 3, 8, 16, 15, 1]",42.9
3909,3909,13189505,"[147, 147, 80, 37, 47, 44, 42, 41, 7, 19, 18, 17, 15, 40, 33, 28, 76, 131, 128, 127, 94, 148, 125, 39, 38]","[147, 80, 37, 47, 44, 42, 41, 7, 19, 18, 17, 15, 40, 33, 28, 76, 131, 128, 127, 94, 148, 125, 39, 38]","[18, 9, 5, 2, 3, 4, 8, 16, 11, 19]",65.5
3910,3910,15669068,"[147, 137, 8, 133, 75, 74, 73, 19, 6, 18, 51, 49, 48, 42, 41, 34, 27, 4, 17, 16, 15, 10, 104, 89, 88, 85, 82, 99, 81, 120, 118, 128, 25, 127, 125, 147, 158, 156, 144]","[147, 137, 8, 133, 75, 74, 73, 19, 6, 18, 51, 49, 48, 42, 41, 34, 27, 4, 17, 16, 15, 10, 104, 89, 88, 85, 82, 99, 81, 120, 118, 128, 25, 127, 125, 158, 156, 144]","[18, 17, 2, 8, 3, 1, 5, 4, 12, 11, 10, 9, 15, 16, 23]",86.8
3911,3911,10802991,"[155, 137, 67, 53, 37, 34, 29, 25, 95, 88, 131, 84, 83, 18, 4, 36, 154, 151, 150, 75, 57, 14, 1]","[155, 137, 67, 53, 37, 34, 29, 25, 95, 88, 131, 84, 83, 18, 4, 36, 154, 151, 150, 75, 57, 14, 1]","[23, 17, 6, 5, 4, 3, 11, 10, 16, 9, 1, 20, 8, 2]",45.7
3912,3912,10700275,"[147, 137, 97, 98, 80, 35, 74, 133, 95, 94, 19, 18, 16, 40, 39, 131, 124, 123, 163, 161, 158, 155, 151, 16, 144, 143, 87, 85, 82, 68, 38]","[147, 137, 97, 98, 80, 35, 74, 133, 95, 94, 19, 18, 16, 40, 39, 131, 124, 123, 163, 161, 158, 155, 151, 144, 143, 87, 85, 82, 68, 38]","[18, 17, 11, 12, 9, 4, 8, 3, 5, 16, 15, 23, 20, 10, 6]",65.8
3913,3913,16443440,"[134, 105, 101, 7, 6, 18, 3, 15, 14, 1, 50, 100, 84, 82, 81, 160, 156, 80, 10, 49, 155, 133]","[134, 105, 101, 7, 6, 18, 3, 15, 14, 1, 50, 100, 84, 82, 81, 160, 156, 80, 10, 49, 155, 133]","[17, 13, 12, 2, 1, 3, 5, 9, 23]",33.6
3914,3914,19390042,"[147, 134, 98, 80, 65, 79, 60, 35, 18, 17, 88, 133, 32, 29, 26, 25, 132, 131, 3, 70, 47, 41, 39, 16, 148, 96, 85, 84, 82, 81, 14, 147, 155]","[147, 134, 98, 80, 65, 79, 60, 35, 18, 17, 88, 133, 32, 29, 26, 25, 132, 131, 3, 70, 47, 41, 39, 16, 148, 96, 85, 84, 82, 81, 14, 155]","[18, 17, 12, 9, 6, 4, 3, 10, 16, 1, 7, 5, 19, 11, 2, 23]",82.0
3915,3915,13357297,"[147, 100, 94, 97, 80, 47, 93, 136, 99, 81, 128, 162, 157, 96, 8, 18, 16, 26, 25, 155, 154, 140, 164, 40, 39, 151]","[147, 100, 94, 97, 80, 47, 93, 136, 99, 81, 128, 162, 157, 96, 8, 18, 16, 26, 25, 155, 154, 140, 164, 40, 39, 151]","[18, 12, 11, 9, 5, 17, 16, 23, 2, 3, 24, 20]",52.8
3916,3916,14346532,"[147, 137, 101, 80, 65, 53, 37, 33, 16, 104, 19, 8, 49, 48, 7, 18, 47, 44, 42, 155, 150, 96, 40, 15, 90, 83, 82, 99, 1, 61, 12]","[147, 137, 101, 80, 65, 53, 37, 33, 16, 104, 19, 8, 49, 48, 7, 18, 47, 44, 42, 155, 150, 96, 40, 15, 90, 83, 82, 99, 1, 61, 12]","[18, 17, 12, 9, 6, 5, 4, 3, 2, 23, 20, 11, 1]",68.1
3917,3917,11420666,"[147, 102, 80, 67, 60, 95, 86, 84, 83, 82, 81, 29, 7, 18, 133, 132, 128, 48, 69, 124, 26, 1, 121, 57]","[147, 102, 80, 67, 60, 95, 86, 84, 83, 82, 81, 29, 7, 18, 133, 132, 128, 48, 69, 124, 26, 1, 121, 57]","[18, 12, 9, 6, 11, 10, 3, 2, 17, 16, 5, 7, 15, 1]",64.6
3918,3918,14002448,"[147, 147, 97, 80, 48, 46, 18, 16, 45, 40, 76, 38, 33, 26, 24, 12, 128, 131, 126, 95, 86, 85, 84, 81, 14, 1, 111, 103]","[147, 97, 80, 48, 46, 18, 16, 45, 40, 76, 38, 33, 26, 24, 12, 128, 131, 126, 95, 86, 85, 84, 81, 14, 1, 111, 103]","[18, 11, 9, 5, 3, 8, 4, 2, 16, 10, 1, 15, 12]",60.3
3919,3919,11643252,"[147, 148, 137, 134, 122, 67, 65, 52, 7, 18, 15, 34, 159, 155, 119, 80, 74, 50, 44, 39, 131, 130, 129, 125, 91, 89, 85, 99, 72, 165, 147, 38]","[147, 148, 137, 134, 122, 67, 65, 52, 7, 18, 15, 34, 159, 155, 119, 80, 74, 50, 44, 39, 131, 130, 129, 125, 91, 89, 85, 99, 72, 165, 38]","[18, 19, 17, 15, 6, 5, 2, 3, 4, 23, 9, 8, 16, 11, 12, 7, 24]",93.8
3920,3920,12565597,"[104, 119, 82, 97, 80, 51, 43, 42, 41, 130, 35, 34, 27, 24, 62, 8, 19, 15, 126, 161, 123]","[104, 119, 82, 97, 80, 51, 43, 42, 41, 130, 35, 34, 27, 24, 62, 8, 19, 15, 126, 161, 123]","[12, 15, 9, 11, 5, 16, 4, 3, 6, 2, 23]",48.5
3921,3921,15423438,"[147, 122, 95, 87, 157, 155, 154, 96, 98, 80, 53, 35, 19, 18, 10, 51, 49, 48, 47, 44, 121, 84, 83, 36, 60, 71, 139, 57]","[147, 122, 95, 87, 157, 155, 154, 96, 98, 80, 53, 35, 19, 18, 10, 51, 49, 48, 47, 44, 121, 84, 83, 36, 60, 71, 139, 57]","[18, 15, 11, 10, 23, 12, 9, 5, 4, 3, 2, 6, 7, 17]",75.0
3922,3922,12731294,"[147, 137, 122, 102, 80, 65, 42, 19, 111, 163, 159, 156, 8, 18, 16, 15, 96, 14, 1, 136, 133, 88, 40, 84, 131, 129, 29]","[147, 137, 122, 102, 80, 65, 42, 19, 111, 163, 159, 156, 8, 18, 16, 15, 96, 14, 1, 136, 133, 88, 40, 84, 131, 129, 29]","[18, 17, 15, 12, 9, 6, 5, 3, 23, 2, 11, 1, 10, 16]",58.9
3923,3923,10529592,"[80, 52, 35, 34, 32, 149, 162, 160, 94, 86, 24, 20, 5, 18, 16, 15, 16, 96, 49, 48, 47, 40, 39, 38, 127, 110, 109, 57, 85, 156, 13]","[80, 52, 35, 34, 32, 149, 162, 160, 94, 86, 24, 20, 5, 18, 16, 15, 96, 49, 48, 47, 40, 39, 38, 127, 110, 109, 57, 85, 156, 13]","[9, 5, 4, 19, 23, 11, 10, 3, 1, 16, 15, 2]",72.1
3924,3924,19829319,"[128, 94, 91, 88, 101, 97, 80, 67, 65, 79, 78, 74, 19, 86, 84, 83, 96, 34, 25, 8, 99, 49, 48, 46, 18, 4, 14, 161, 81, 149, 40]","[128, 94, 91, 88, 101, 97, 80, 67, 65, 79, 78, 74, 19, 86, 84, 83, 96, 34, 25, 8, 99, 49, 48, 46, 18, 4, 14, 161, 81, 149, 40]","[16, 11, 10, 12, 9, 6, 8, 3, 4, 2, 5, 1, 23, 19]",62.6
3925,3925,16417267,"[136, 133, 129, 162, 143, 104, 94, 81, 150, 80, 46, 42, 39, 38, 124, 18, 14, 119, 109, 108, 77, 57, 70]","[136, 133, 129, 162, 143, 104, 94, 81, 150, 80, 46, 42, 39, 38, 124, 18, 14, 119, 109, 108, 77, 57, 70]","[17, 16, 23, 12, 11, 9, 20, 5, 15, 3, 2, 8, 7]",39.2
3926,3926,15858404,"[122, 80, 78, 57, 71, 149, 33, 21, 7, 6, 18, 109, 136, 31, 26, 25, 16, 39, 38, 132, 94, 93, 4, 14, 92, 90, 108, 131, 162, 158, 163, 155]","[122, 80, 78, 57, 71, 149, 33, 21, 7, 6, 18, 109, 136, 31, 26, 25, 16, 39, 38, 132, 94, 93, 4, 14, 92, 90, 108, 131, 162, 158, 163, 155]","[15, 9, 8, 5, 7, 19, 4, 3, 2, 1, 17, 16, 11, 23]",121.0
3927,3927,19889705,"[122, 94, 83, 120, 133, 132, 102, 98, 80, 65, 48, 43, 42, 25, 24, 149, 147, 158, 157, 154, 19, 18, 16, 1, 36, 13, 40, 38, 96, 130, 79, 76]","[122, 94, 83, 120, 133, 132, 102, 98, 80, 65, 48, 43, 42, 25, 24, 149, 147, 158, 157, 154, 19, 18, 16, 1, 36, 13, 40, 38, 96, 130, 79, 76]","[15, 11, 9, 17, 16, 12, 6, 5, 3, 19, 18, 23, 1, 4, 2, 8]",66.6
3928,3928,15226548,"[147, 80, 52, 53, 37, 47, 40, 39, 96, 60, 57, 54, 95, 38, 37, 8, 159, 34, 29, 156, 19, 18, 17, 154, 151, 89, 111, 128]","[147, 80, 52, 53, 37, 47, 40, 39, 96, 60, 57, 54, 95, 38, 8, 159, 34, 29, 156, 19, 18, 17, 154, 151, 89, 111, 128]","[18, 9, 5, 11, 6, 2, 23, 4, 3, 20, 15, 16]",55.0
3929,3929,18207769,"[147, 65, 7, 19, 18, 16, 15, 95, 87, 86, 47, 40, 81, 39, 36, 109, 149, 131, 130, 163, 161, 158, 156, 61, 57, 129, 34, 28, 70, 25]","[147, 65, 7, 19, 18, 16, 15, 95, 87, 86, 47, 40, 81, 39, 36, 109, 149, 131, 130, 163, 161, 158, 156, 61, 57, 129, 34, 28, 70, 25]","[18, 6, 2, 3, 11, 10, 5, 9, 4, 15, 19, 16, 23, 7]",78.0
3930,3930,14904513,"[147, 145, 134, 76, 163, 161, 159, 158, 157, 84, 53, 18, 48, 43, 42, 39, 3, 15, 155, 10, 33, 28, 25, 144, 130, 129, 128, 82, 81, 116, 143, 148, 125, 154]","[147, 145, 134, 76, 163, 161, 159, 158, 157, 84, 53, 18, 48, 43, 42, 39, 3, 15, 155, 10, 33, 28, 25, 144, 130, 129, 128, 82, 81, 116, 143, 148, 125, 154]","[18, 17, 8, 23, 9, 5, 3, 1, 2, 4, 16, 15, 19]",77.0
3931,3931,14828611,"[147, 97, 80, 47, 44, 40, 160, 156, 151, 94, 19, 18, 17, 3, 92, 128, 31, 16, 121, 108, 103, 15, 91, 127, 88, 86, 81, 36, 126, 96]","[147, 97, 80, 47, 44, 40, 160, 156, 151, 94, 19, 18, 17, 3, 92, 128, 31, 16, 121, 108, 103, 15, 91, 127, 88, 86, 81, 36, 126, 96]","[18, 11, 9, 5, 23, 20, 3, 1, 16, 15, 12, 10, 4]",66.7
3932,3932,13216678,"[80, 33, 32, 28, 24, 19, 18, 4, 3, 15, 49, 47, 94, 86, 82, 162, 161, 160, 158, 62, 81, 42, 40, 136, 131, 156, 151, 39, 13]","[80, 33, 32, 28, 24, 19, 18, 4, 3, 15, 49, 47, 94, 86, 82, 162, 161, 160, 158, 62, 81, 42, 40, 136, 131, 156, 151, 39, 13]","[9, 4, 3, 1, 5, 11, 10, 23, 6, 17, 16, 20, 2]",61.6
3933,3933,10685414,"[147, 80, 65, 18, 4, 17, 163, 161, 158, 157, 156, 151, 104, 100, 61, 95, 90, 87, 86, 85, 96, 149, 54, 1, 109, 46, 38, 34, 24, 84, 82, 165, 36]","[147, 80, 65, 18, 4, 17, 163, 161, 158, 157, 156, 151, 104, 100, 61, 95, 90, 87, 86, 85, 96, 149, 54, 1, 109, 46, 38, 34, 24, 84, 82, 165, 36]","[18, 9, 6, 3, 1, 23, 20, 12, 11, 10, 19, 5, 15, 4, 24]",67.2
3934,3934,10885535,"[147, 145, 137, 134, 101, 97, 98, 80, 67, 62, 37, 34, 33, 25, 24, 133, 130, 18, 4, 79, 61, 46, 42, 40, 39, 38, 16, 162, 59, 125, 123, 15, 96, 156, 95, 94, 155]","[147, 145, 137, 134, 101, 97, 98, 80, 67, 62, 37, 34, 33, 25, 24, 133, 130, 18, 4, 79, 61, 46, 42, 40, 39, 38, 16, 162, 59, 125, 123, 15, 96, 156, 95, 94, 155]","[18, 17, 12, 11, 9, 6, 5, 4, 3, 16, 1, 23, 15]",91.0
3935,3935,10169596,"[122, 80, 35, 19, 18, 131, 130, 60, 57, 85, 81, 163, 154, 17, 16, 96, 45, 34, 40, 33]","[122, 80, 35, 19, 18, 131, 130, 60, 57, 85, 81, 163, 154, 17, 16, 96, 45, 34, 40, 33]","[15, 9, 4, 3, 16, 6, 5, 23, 11]",38.6
3936,3936,15772581,"[147, 109, 136, 131, 130, 127, 126, 149, 95, 84, 99, 80, 34, 29, 24, 16, 6, 19, 18, 1, 46, 41, 39, 38, 81, 79, 162, 36, 96, 12]","[147, 109, 136, 131, 130, 127, 126, 149, 95, 84, 99, 80, 34, 29, 24, 16, 6, 19, 18, 1, 46, 41, 39, 38, 81, 79, 162, 36, 96, 12]","[18, 15, 17, 16, 19, 11, 9, 12, 4, 3, 1, 5, 23, 2]",60.0
3937,3937,18685532,"[147, 122, 80, 64, 62, 61, 133, 132, 130, 123, 94, 85, 83, 81, 53, 37, 35, 147, 76, 8, 19, 18, 16, 2, 26, 49, 44, 43, 42, 40, 39, 162, 155, 73, 154, 151, 150, 109, 148, 24]","[147, 122, 80, 64, 62, 61, 133, 132, 130, 123, 94, 85, 83, 81, 53, 37, 35, 76, 8, 19, 18, 16, 2, 26, 49, 44, 43, 42, 40, 39, 162, 155, 73, 154, 151, 150, 109, 148, 24]","[18, 15, 9, 6, 17, 16, 11, 5, 4, 8, 2, 3, 1, 23, 20, 19]",103.0
3938,3938,19442765,"[137, 101, 97, 80, 60, 74, 155, 151, 95, 52, 51, 46, 44, 36, 4, 86, 81, 126, 123, 3, 15, 57]","[137, 101, 97, 80, 60, 74, 155, 151, 95, 52, 51, 46, 44, 36, 4, 86, 81, 126, 123, 3, 15, 57]","[17, 12, 11, 9, 6, 8, 23, 20, 5, 4, 1, 10, 16, 15, 3]",37.2
3939,3939,15366685,"[147, 134, 97, 98, 80, 67, 79, 61, 73, 57, 104, 84, 82, 99, 81, 66, 51, 48, 42, 35, 19, 34, 32, 25, 121, 109, 41, 40, 36, 158, 153, 7, 6, 16, 144]","[147, 134, 97, 98, 80, 67, 79, 61, 73, 57, 104, 84, 82, 99, 81, 66, 51, 48, 42, 35, 19, 34, 32, 25, 121, 109, 41, 40, 36, 158, 153, 7, 6, 16, 144]","[18, 17, 11, 12, 9, 6, 8, 5, 4, 3, 15, 23, 22, 2, 1]",141.9
3940,3940,17634136,"[147, 137, 102, 80, 67, 53, 35, 5, 100, 84, 132, 118, 117, 158, 151, 127, 2, 48, 83, 81, 13, 62, 41, 14]","[147, 137, 102, 80, 67, 53, 35, 5, 100, 84, 132, 118, 117, 158, 151, 127, 2, 48, 83, 81, 13, 62, 41, 14]","[18, 17, 12, 9, 6, 5, 4, 1, 16, 15, 23, 20, 2]",57.4
3941,3941,15966925,"[147, 137, 87, 86, 81, 80, 66, 37, 42, 160, 151, 96, 33, 24, 12, 79, 150, 18, 3, 2, 40, 69, 38]","[147, 137, 87, 86, 81, 80, 66, 37, 42, 160, 151, 96, 33, 24, 12, 79, 150, 18, 3, 2, 40, 69, 38]","[18, 17, 10, 9, 6, 5, 23, 20, 11, 4, 3, 2, 1, 7]",50.7
3942,3942,18010280,"[147, 137, 101, 102, 98, 80, 65, 66, 53, 33, 148, 49, 45, 40, 116, 8, 7, 64, 79, 60, 57, 136, 19, 18, 29, 87, 86, 165, 71, 157, 96, 83, 131, 15, 149]","[147, 137, 101, 102, 98, 80, 65, 66, 53, 33, 148, 49, 45, 40, 116, 8, 7, 64, 79, 60, 57, 136, 19, 18, 29, 87, 86, 165, 71, 157, 96, 83, 131, 15, 149]","[18, 17, 12, 9, 6, 5, 4, 19, 15, 2, 3, 10, 24, 7, 23, 11, 16]",114.6
3943,3943,18540414,"[142, 147, 105, 97, 80, 67, 37, 51, 47, 162, 35, 6, 19, 18, 17, 156, 34, 108, 32, 41, 25, 16, 128, 88, 86, 36, 96, 81]","[142, 147, 105, 97, 80, 67, 37, 51, 47, 162, 35, 6, 19, 18, 17, 156, 34, 108, 32, 41, 25, 16, 128, 88, 86, 36, 96, 81]","[17, 18, 13, 11, 9, 6, 5, 23, 4, 1, 3, 15, 16, 10]",49.5
3944,3944,10885535,"[147, 160, 52, 37, 35, 144, 19, 86, 158, 18, 62, 79, 78, 77, 76, 4, 16, 134, 128, 84, 81, 69, 48, 73, 154, 40, 146, 39, 150, 96, 3, 164]","[147, 160, 52, 37, 35, 144, 19, 86, 158, 18, 62, 79, 78, 77, 76, 4, 16, 134, 128, 84, 81, 69, 48, 73, 154, 40, 146, 39, 150, 96, 3, 164]","[18, 23, 5, 4, 17, 3, 10, 6, 9, 8, 1, 16, 7, 20, 11, 24]",1092.9
3945,3945,13145246,"[147, 138, 100, 87, 97, 80, 53, 37, 35, 34, 33, 49, 48, 78, 30, 25, 24, 16, 163, 161, 158, 154, 54, 140, 86, 85, 84, 81, 96, 6, 19, 18, 15, 47, 46, 42, 10, 109, 103, 129]","[147, 138, 100, 87, 97, 80, 53, 37, 35, 34, 33, 49, 48, 78, 30, 25, 24, 16, 163, 161, 158, 154, 54, 140, 86, 85, 84, 81, 96, 6, 19, 18, 15, 47, 46, 42, 10, 109, 103, 129]","[18, 17, 12, 10, 11, 9, 5, 4, 8, 3, 23, 1, 2, 15, 16]",87.2
3946,3946,19721299,"[147, 134, 102, 98, 80, 67, 44, 163, 129, 128, 64, 62, 35, 6, 4, 16, 94, 75, 120, 16, 161, 154, 151, 93, 84, 81, 110, 42, 41, 149, 15]","[147, 134, 102, 98, 80, 67, 44, 163, 129, 128, 64, 62, 35, 6, 4, 16, 94, 75, 120, 161, 154, 151, 93, 84, 81, 110, 42, 41, 149, 15]","[18, 17, 12, 9, 6, 5, 23, 16, 4, 1, 3, 11, 8, 15, 20, 19]",78.1
3947,3947,10178859,"[122, 101, 67, 64, 79, 161, 52, 34, 27, 159, 154, 41, 138, 62, 9, 19, 18, 94, 88, 116, 127, 40, 38, 4, 150, 75, 83, 82, 17, 16, 15, 81, 70, 125]","[122, 101, 67, 64, 79, 161, 52, 34, 27, 159, 154, 41, 138, 62, 9, 19, 18, 94, 88, 116, 127, 40, 38, 4, 150, 75, 83, 82, 17, 16, 15, 81, 70, 125]","[15, 12, 6, 9, 23, 5, 4, 3, 17, 2, 11, 10, 16, 1, 20, 8, 7]",81.1
3948,3948,11643252,"[138, 134, 101, 102, 80, 52, 9, 6, 18, 48, 46, 131, 130, 129, 54, 94, 90, 25, 45, 148, 154, 22, 150, 125, 4, 83, 1]","[138, 134, 101, 102, 80, 52, 9, 6, 18, 48, 46, 131, 130, 129, 54, 94, 90, 25, 45, 148, 154, 22, 150, 125, 4, 83, 1]","[17, 12, 9, 5, 2, 1, 3, 16, 11, 19, 23, 20]",44.2
3949,3949,13789700,"[147, 163, 159, 156, 122, 101, 80, 65, 79, 104, 94, 90, 81, 148, 147, 37, 7, 18, 119, 111, 152, 51, 50, 34, 33, 150, 5, 17, 39, 38, 36, 15, 24]","[147, 163, 159, 156, 122, 101, 80, 65, 79, 104, 94, 90, 81, 148, 37, 7, 18, 119, 111, 152, 51, 50, 34, 33, 150, 5, 17, 39, 38, 36, 15, 24]","[18, 23, 15, 12, 9, 6, 11, 19, 5, 2, 3, 21, 4, 20, 1]",410.4
3950,3950,12199113,"[147, 159, 155, 141, 138, 100, 80, 33, 150, 79, 56, 94, 86, 85, 55, 19, 5, 4, 27, 25, 16, 84, 83, 81, 17, 98, 13, 96, 49]","[147, 159, 155, 141, 138, 100, 80, 33, 150, 79, 56, 94, 86, 85, 55, 19, 5, 4, 27, 25, 16, 84, 83, 81, 17, 98, 13, 96, 49]","[18, 23, 17, 12, 9, 4, 20, 5, 11, 10, 3, 1, 2]",52.8
3951,3951,11749991,"[147, 138, 122, 94, 163, 162, 154, 98, 80, 37, 86, 85, 33, 27, 26, 19, 18, 17, 16, 133, 128, 79, 74, 147, 121, 25, 151, 108, 48, 39, 36, 124, 123, 68]","[147, 138, 122, 94, 163, 162, 154, 98, 80, 37, 86, 85, 33, 27, 26, 19, 18, 17, 16, 133, 128, 79, 74, 121, 25, 151, 108, 48, 39, 36, 124, 123, 68]","[18, 17, 15, 11, 23, 12, 9, 5, 10, 4, 3, 16, 8, 20, 6]",85.4
3952,3952,10421000,"[147, 147, 132, 97, 42, 39, 9, 88, 26, 36, 13, 5, 149, 160, 158, 74, 38, 18, 156, 81]","[147, 132, 97, 42, 39, 9, 88, 26, 36, 13, 5, 149, 160, 158, 74, 38, 18, 156, 81]","[18, 16, 11, 5, 2, 10, 3, 4, 1, 19, 23, 8, 9]",39.1
3953,3953,12559941,"[147, 137, 80, 64, 136, 133, 130, 127, 124, 135, 89, 88, 87, 85, 82, 81, 37, 19, 46, 45, 44, 41, 18, 17, 16, 108, 75, 59]","[147, 137, 80, 64, 136, 133, 130, 127, 124, 135, 89, 88, 87, 85, 82, 81, 37, 19, 46, 45, 44, 41, 18, 17, 16, 108, 75, 59]","[18, 17, 9, 6, 16, 15, 11, 10, 5, 3, 8]",84.9
3954,3954,14669182,"[147, 157, 150, 122, 132, 130, 128, 127, 101, 80, 79, 77, 73, 52, 37, 48, 36, 33, 9, 18, 4, 100, 95, 81, 113, 96, 126, 148]","[147, 157, 150, 122, 132, 130, 128, 127, 101, 80, 79, 77, 73, 52, 37, 48, 36, 33, 9, 18, 4, 100, 95, 81, 113, 96, 126, 148]","[18, 23, 20, 15, 16, 12, 9, 8, 5, 4, 2, 3, 1, 11, 19]",60.0
3955,3955,13334035,"[134, 80, 67, 50, 53, 34, 33, 32, 29, 27, 26, 132, 35, 21, 7, 18, 4, 17, 100, 135, 79, 61, 59, 93, 25, 81, 148, 49, 40, 16, 15, 156, 150]","[134, 80, 67, 50, 53, 34, 33, 32, 29, 27, 26, 132, 35, 21, 7, 18, 4, 17, 100, 135, 79, 61, 59, 93, 25, 81, 148, 49, 40, 16, 15, 156, 150]","[17, 9, 6, 5, 4, 3, 16, 2, 1, 12, 11, 19, 23, 20]",127.7
3956,3956,13346059,"[134, 102, 80, 52, 50, 95, 94, 88, 85, 84, 99, 81, 6, 19, 18, 16, 3, 163, 162, 161, 158, 47, 42, 36, 157, 151, 149, 79, 60, 96, 34]","[134, 102, 80, 52, 50, 95, 94, 88, 85, 84, 99, 81, 6, 19, 18, 16, 3, 163, 162, 161, 158, 47, 42, 36, 157, 151, 149, 79, 60, 96, 34]","[17, 12, 9, 5, 11, 10, 1, 3, 23, 4, 20, 19, 6]",46.5
3957,3957,18584217,"[147, 137, 95, 89, 84, 80, 35, 7, 18, 34, 36, 13, 133, 132, 131, 129, 125, 47, 40, 38, 81, 69, 161, 159, 96, 103, 79]","[147, 137, 95, 89, 84, 80, 35, 7, 18, 34, 36, 13, 133, 132, 131, 129, 125, 47, 40, 38, 81, 69, 161, 159, 96, 103, 79]","[18, 17, 11, 9, 4, 2, 3, 16, 5, 7, 23, 12]",65.4
3958,3958,19556881,"[122, 80, 67, 18, 3, 15, 95, 87, 81, 79, 61, 33, 27, 51, 48, 39, 96, 163, 36, 111, 157, 73, 132, 129, 54]","[122, 80, 67, 18, 3, 15, 95, 87, 81, 79, 61, 33, 27, 51, 48, 39, 96, 163, 36, 111, 157, 73, 132, 129, 54]","[15, 9, 6, 3, 1, 11, 10, 4, 5, 23, 8, 16]",51.6
3959,3959,13713879,"[147, 137, 105, 100, 96, 95, 97, 37, 94, 83, 82, 99, 81, 161, 160, 158, 155, 63, 77, 131, 154, 9, 18, 128, 50, 74, 73, 42, 41, 114, 25, 12, 151, 1]","[147, 137, 105, 100, 96, 95, 97, 37, 94, 83, 82, 99, 81, 161, 160, 158, 155, 63, 77, 131, 154, 9, 18, 128, 50, 74, 73, 42, 41, 114, 25, 12, 151, 1]","[18, 17, 13, 12, 11, 5, 9, 23, 6, 8, 16, 2, 3, 15, 20, 1]",73.5
3960,3960,10272126,"[147, 98, 80, 21, 121, 162, 157, 154, 87, 9, 6, 114, 112, 151, 96, 18, 84, 81, 150, 15, 41]","[147, 98, 80, 21, 121, 162, 157, 154, 87, 9, 6, 114, 112, 151, 96, 18, 84, 81, 150, 15, 41]","[18, 12, 9, 3, 15, 23, 10, 2, 1, 20, 11, 5]",71.8
3961,3961,19556881,"[100, 95, 92, 88, 87, 81, 129, 127, 125, 102, 80, 67, 35, 80, 79, 61, 75, 29, 25, 8, 19, 18, 47, 45, 17, 16, 15, 124, 158, 155, 154, 43, 40, 36, 16, 119, 10, 150]","[100, 95, 92, 88, 87, 81, 129, 127, 125, 102, 80, 67, 35, 79, 61, 75, 29, 25, 8, 19, 18, 47, 45, 17, 16, 15, 124, 158, 155, 154, 43, 40, 36, 119, 10, 150]","[12, 11, 10, 9, 16, 6, 4, 8, 3, 2, 5, 15, 23, 20]",81.5
3962,3962,10352538,"[142, 147, 137, 106, 98, 80, 53, 19, 18, 16, 100, 49, 48, 47, 43, 41, 36, 24, 132, 131, 125, 124, 135, 112, 95, 91, 158, 155, 64, 61, 73, 2, 88, 109, 150, 84, 108, 16]","[142, 147, 137, 106, 98, 80, 53, 19, 18, 16, 100, 49, 48, 47, 43, 41, 36, 24, 132, 131, 125, 124, 135, 112, 95, 91, 158, 155, 64, 61, 73, 2, 88, 109, 150, 84, 108]","[17, 18, 13, 12, 9, 5, 3, 4, 16, 15, 11, 23, 6, 8, 1, 10, 20]",88.0
